positive,negative
0.07200720072007201,0.0144014401440144
0.0279027902790279,0.008100810081008101
0.07200720072007201,0.026102610261026102
0.010801080108010801,0.0027002700270027003
0.020702070207020702,0.0018001800180018
0.062106210621062106,0.009000900090009001
0.06570657065706571,0.0153015301530153
0.025202520252025202,0.0036003600360036
0.2682268226822682,0.08010801080108011
0.2664266426642664,0.052205220522052204
0.0036003600360036,0.0027002700270027003
0.09540954095409541,0.0315031503150315
0.0054005400540054005,0.0018001800180018
0.0747074707470747,0.032403240324032405
0.0018001800180018,0.0036003600360036
0.0819081908190819,0.012601260126012601
0.1782178217821782,0.036003600360036005
0.036003600360036005,0.0054005400540054005
0.009900990099009901,0.0036003600360036
0.0315031503150315,0.0144014401440144
0.027002700270027002,0.0054005400540054005
0.07920792079207921,0.0054005400540054005
0.041404140414041404,0.010801080108010801
0.019801980198019802,0.0036003600360036
0.050405040504050404,0.012601260126012601
0.048604860486048604,0.009900990099009901
0.027002700270027002,0.009900990099009901
0.0279027902790279,0.0054005400540054005
0.050405040504050404,0.0297029702970297
0.024302430243024302,0.011701170117011701
0.041404140414041404,0.011701170117011701
0.013501350135013501,0.0072007200720072
0.024302430243024302,0.009900990099009901
0.0639063906390639,0.0306030603060306
0.027002700270027002,0.0144014401440144
0.020702070207020702,0.0144014401440144
0.022502250225022502,0.0072007200720072
0.036003600360036005,0.0018001800180018
0.008100810081008101,0.0036003600360036
0.05850585058505851,0.0144014401440144
0.0297029702970297,0.0072007200720072
0.022502250225022502,0.0054005400540054005
0.012601260126012601,0.0063006300630063005
0.0279027902790279,0.009000900090009001
0.1188118811881188,0.0144014401440144
0.023402340234023402,0.009000900090009001
0.016201620162016202,0.008100810081008101
0.018901890189018902,0.0072007200720072
0.07560756075607561,0.017101710171017102
0.041404140414041404,0.0072007200720072
0.039603960396039604,0.0072007200720072
0.0333033303330333,0.013501350135013501
0.027002700270027002,0.0063006300630063005
0.10801080108010801,0.0369036903690369
0.14311431143114312,0.037803780378037805
0.11791179117911792,0.09360936093609361
0.10441044104410441,0.026102610261026102
0.04770477047704771,0.016201620162016202
0.036003600360036005,0.012601260126012601
NA,NA
0.0315031503150315,0.012601260126012601
0.06570657065706571,0.026102610261026102
0.0144014401440144,0.009000900090009001
0.022502250225022502,0.0018001800180018
0.010801080108010801,0.0027002700270027003
0.0288028802880288,0.009000900090009001
0.0927092709270927,0.037803780378037805
0.008100810081008101,0.0036003600360036
0.05310531053105311,0.021602160216021602
0.0405040504050405,0.0279027902790279
NA,0.0018001800180018
0.0027002700270027003,0.004500450045004501
0.15751575157515751,0.0711071107110711
0.008100810081008101,0.0027002700270027003
0.019801980198019802,0.0027002700270027003
0.023402340234023402,0.010801080108010801
0.0288028802880288,0.019801980198019802
0.07920792079207921,0.041404140414041404
0.020702070207020702,0.026102610261026102
0.013501350135013501,0.004500450045004501
0.0027002700270027003,0.0027002700270027003
0.050405040504050404,0.019801980198019802
9.000900090009e-4,0.0018001800180018
0.0036003600360036,0.009000900090009001
0.043204320432043204,0.0333033303330333
0.026102610261026102,0.017101710171017102
0.0783078307830783,0.022502250225022502
0.1278127812781278,0.036003600360036005
0.0306030603060306,0.0054005400540054005
0.009000900090009001,0.010801080108010801
0.0846084608460846,0.07650765076507651
0.05130513051305131,0.0306030603060306
0.0405040504050405,0.04770477047704771
0.021602160216021602,0.020702070207020702
0.041404140414041404,0.0036003600360036
0.036003600360036005,0.027002700270027002
0.0054005400540054005,9.000900090009e-4
0.0153015301530153,0.0063006300630063005
0.018901890189018902,0.004500450045004501
0.0819081908190819,0.016201620162016202
NA,0.0027002700270027003
0.008100810081008101,0.008100810081008101
0.04410441044104411,0.0333033303330333
0.1548154815481548,0.034203420342034205
0.004500450045004501,0.0072007200720072
0.008100810081008101,0.009000900090009001
0.04410441044104411,0.0297029702970297
0.04590459045904591,0.0306030603060306
0.1188118811881188,0.0594059405940594
0.0027002700270027003,0.0027002700270027003
0.0576057605760576,0.032403240324032405
0.036003600360036005,0.004500450045004501
0.008100810081008101,0.0072007200720072
0.13771377137713772,0.17461746174617462
0.045004500450045004,0.021602160216021602
0.04410441044104411,0.0054005400540054005
0.1251125112511251,0.06030603060306031
0.036003600360036005,0.0027002700270027003
0.023402340234023402,9.000900090009e-4
0.008100810081008101,0.004500450045004501
0.15031503150315031,0.0315031503150315
0.0783078307830783,0.0153015301530153
0.0054005400540054005,0.004500450045004501
NA,NA
0.09810981098109811,0.0675067506750675
0.09810981098109811,0.016201620162016202
0.018001800180018002,0.0036003600360036
0.036003600360036005,0.0351035103510351
0.0306030603060306,0.012601260126012601
NA,0.0018001800180018
0.0423042304230423,0.022502250225022502
0.0846084608460846,0.024302430243024302
0.10711071107110712,0.0405040504050405
0.008100810081008101,0.0018001800180018
0.1422142214221422,0.06930693069306931
0.0666066606660666,0.026102610261026102
0.019801980198019802,9.000900090009e-4
0.0927092709270927,0.020702070207020702
0.017101710171017102,0.0144014401440144
0.020702070207020702,0.024302430243024302
0.0297029702970297,0.009000900090009001
0.0027002700270027003,0.009900990099009901
0.10261026102610261,0.05130513051305131
0.027002700270027002,0.013501350135013501
0.046804680468046804,0.0063006300630063005
0.023402340234023402,0.0036003600360036
0.022502250225022502,9.000900090009e-4
0.009000900090009001,9.000900090009e-4
0.018901890189018902,0.004500450045004501
0.036003600360036005,0.020702070207020702
0.036003600360036005,0.009000900090009001
0.1269126912691269,0.0279027902790279
0.027002700270027002,9.000900090009e-4
0.0351035103510351,0.016201620162016202
0.025202520252025202,0.0063006300630063005
0.004500450045004501,9.000900090009e-4
0.0594059405940594,0.020702070207020702
0.009000900090009001,0.0018001800180018
0.009000900090009001,0.004500450045004501
0.0297029702970297,0.010801080108010801
0.009000900090009001,0.004500450045004501
0.018001800180018002,0.0036003600360036
0.016201620162016202,0.0036003600360036
0.0153015301530153,0.0072007200720072
0.009000900090009001,0.0063006300630063005
0.017101710171017102,0.012601260126012601
0.027002700270027002,0.0054005400540054005
0.032403240324032405,0.012601260126012601
0.045004500450045004,0.024302430243024302
0.0279027902790279,0.004500450045004501
0.10081008100810081,0.04770477047704771
0.0306030603060306,0.012601260126012601
0.0288028802880288,0.011701170117011701
0.025202520252025202,0.004500450045004501
0.017101710171017102,0.004500450045004501
0.025202520252025202,0.011701170117011701
0.011701170117011701,0.0027002700270027003
0.009000900090009001,0.0072007200720072
0.016201620162016202,0.0018001800180018
0.06030603060306031,0.0054005400540054005
0.0351035103510351,0.008100810081008101
0.0315031503150315,0.0063006300630063005
0.017101710171017102,0.009900990099009901
0.0054005400540054005,9.000900090009e-4
0.0063006300630063005,0.004500450045004501
0.018901890189018902,0.026102610261026102
0.012601260126012601,0.0063006300630063005
0.04770477047704771,0.021602160216021602
0.0306030603060306,0.0288028802880288
0.0387038703870387,0.012601260126012601
0.0054005400540054005,0.0027002700270027003
0.018901890189018902,0.0153015301530153
0.05310531053105311,0.0351035103510351
0.008100810081008101,0.0036003600360036
0.0288028802880288,0.0063006300630063005
0.011701170117011701,0.004500450045004501
0.0036003600360036,9.000900090009e-4
9.000900090009e-4,0.0036003600360036
0.025202520252025202,0.004500450045004501
0.012601260126012601,0.0036003600360036
0.009900990099009901,0.008100810081008101
0.016201620162016202,9.000900090009e-4
0.024302430243024302,0.0027002700270027003
0.0369036903690369,0.0144014401440144
0.0738073807380738,0.026102610261026102
